tweet_id,text,q1_label,q2_label,q3_label,q4_label,q5_label,q6_label,q7_label
1241500000000000000 ,This is unbelievable. It reportedly took Macron's threat to close the UK border for Boris Johnson to finally shutdown bars and restaurants. The Elysee refers to UK policy as 'benign neglect'. This failure of leadership is costing lives.,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,4_yes_probably_harmful,yes_very_urgent,yes_rumor_conspiracy,yes_blame_authorities
1241900000000000000 ,Things the GOP has done during the Covid-19 outbreak:   - Illegally traded stocks  - Called it a hoax - Blamed it on China  - Tried to bailout big business without conditions  What they haven’t done:   - Help workers  - Help small businesses - Produced enough tests or ventilators,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,5_yes_definitely_harmful,yes_very_urgent,no_not_harmful,yes_blame_authorities
1242210000000000000 ,"BREAKING: @MBuhari’s Chief Of Staff, Abba Kyari, Reportedly Sick, Suspected Of Contracting #Coronavirus | Sahara Reporters A top government source told SR on Monday that Kyari has been seriously “down” since returning from a trip abroad. READ MORE: https://t.co/Acy5NcbMzQ https://t.co/kStp4cmFlr",yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,yes_not_urgent,yes_rumor_conspiracy,yes_classified_as_in_question_6
1241780000000000000 ,3/16: ron paul publishes article calling corona a hoax 3/22: ron paul's son tests positive for corona https://t.co/KkzdgrsigP,yes,3_not_sure,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1242290000000000000 ,"Rumours are no less infectious than #coronavirus ! This looks like a meticulous list, but a fake one too! Please note that no such directions have been given by @CPMumbaiPolice . In case of any doubt, please #Dial100 or tweet to us! #TakingOnCorona https://t.co/EQcHWGa0rU",no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1240810000000000000 ,"As we saw over the wkend, disinfo is being spread online about a supposed national lockdown and grounding flights. Be skeptical of rumors. Make sure you’re getting info from legitimate sources. The @WhiteHouse is holding daily briefings and @cdcgov is providing the latest.",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,yes_other
1241770000000000000 ,".@realDonaldTrump, dear Lord—please step up and be a leader.?While you have been yammering about hoaxes and fake news, the COVID-19 pandemic has hit all over America. @GovPritzker and others have filled this country’s leadership gap. Lead or get out of their way.",yes,4_yes_probably_contains_false_info,5_yes_definitely_of_interest,5_yes_definitely_harmful,no_no_need_to_check,no_not_harmful,yes_blame_authorities
1240450000000000000 ,"Sorry, there is no coming back from saying this was all a “hoax.”  I don't give a fuck about “change of tone,” “change of heart,” nothing.  You mutha fuckers took a serious situation and endangered ALL just to defend a bigot.  Fuck you.  Not sorry.  #coronavirus",no,NA,NA,NA,NA,yes_rumor_conspiracy,yes_blame_authorities
1241940000000000000 ,Delhi Police has registered a case under section 509 of the Indian Penal Code against a man who allegedly spat on a woman belonging to Manipur and called her “Corona” in Vijay Nagar area of north Delhi last night. https://t.co/lBk88QGr8U,yes,2_no_probably_contains_no_false_info,2_no_probably_not_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1242120000000000000 ,"Fake news peddler Dhruv Rathee had said:  “Corona virus won't spread outside China, we need not worry”  Has this guy ever spoke something sensible? https://t.co/siBAwIR8Pn",yes,2_no_probably_contains_no_false_info,2_no_probably_not_of_interest,5_yes_definitely_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1241840000000000000 ,This photo circulating about a case of #COVID19 in Kano allegedly reported by @BBCWorld is FALSE  This image has been doctored to spread fear and panic  Details on confirmed cases can be found via https://t.co/bynbDWi0gm  #FactsNotFear #COVID19Nigeria https://t.co/HQ9DdL9N9s,yes,3_not_sure,4_yes_probably_of_interest,5_yes_definitely_harmful,yes_not_urgent,yes_other,yes_classified_as_in_question_6
1241960000000000000 ,"Sen. Rand Paul, the guy who opposed the #coronavirus relief bill and paid sick leave, tested positive on March 22 and is ON PAID SICK LEAVE  His father, and former Congressman, Ron Paul, published an essay titled “The Coronavirus Hoax” on March 17. Hypocrisy infects from the root https://t.co/c003XjrsjT",yes,2_no_probably_contains_no_false_info,3_not_sure,4_yes_probably_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1242140000000000000 ,"Never Forget..  When India was fighting Corona, pigs like @vinodkapri were sharing Fake News to Create Panic for Congress Propaganda. There's no shortage of PPEs.   Assam Medical college students were testing PPEs as what can be used if shortage occurs. https://t.co/GhmJbBoTxk",yes,3_not_sure,4_yes_probably_of_interest,5_yes_definitely_harmful,yes_very_urgent,yes_rumor_conspiracy,yes_classified_as_in_question_6
1241360000000000000 ,"FOX News put their viewers at risk by making them believe the COVID-19 pandemic was a hoax.   Those viewers then put the entire US population at risk, and many people have lost their lives.   FOX News should face a class action lawsuit to hold them responsible.   #FOXClassAction",no,NA,NA,NA,NA,no_not_harmful,yes_other
1238870000000000000 ,This isn’t a conspiracy tweet but I really think COVID-19 has been here in America for awhile. Do you guys remember how sick everyone was during the holidays/early January? And how everyone was saying they had the “flu” and the flu shot “didn’t work”?,no,NA,NA,NA,NA,yes_rumor_conspiracy,yes_classified_as_in_question_6
1241130000000000000 ,Fox News claims it never called COVID-19 a hoax. Let's check the receipts. https://t.co/MeRiAoR7LV,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,4_yes_probably_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1242400000000000000 ,"If U love humanity, then pl stop forwarding any fake msg abt #Hantavirus to avoid panic, when we already hv enough to fight wid #Coronavirus. Hanta Virus spreads only from an infected animal's urine,faeces or saliva.  Pl educate yourself &amp; RT for others to understand. #NoFakeNews https://t.co/VinNLLq89y",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1240810000000000000 ,Outside of Chicago just now #coronavirus #forcedisolation  #militarytrain #notahoax https://t.co/hcDX9MBcZn,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1242390000000000000 ,"Coronavirus: AltNews founder, Shekhar Gupta and others spread unverified claims by a fake twitter account  https://t.co/YEMcc6loDW",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1241120000000000000 ,A message from the Ministry of Information “The General Public is hereby urged to disregard any voice note circulating on WhatsApp that a helicopter will spray ‘antivirus’ throughout the Nation by 11:00 pm. This news is fake and should be disregarded in its entirety.” RT #COVID19,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1241930000000000000 ,@realDonaldTrump @nytimes @washingtonpost “WE ARE DESPERATE”: 10 Nurses &amp; Doctors Explain What It's Like To Fight #COVID19 Without Enough Face Masks.  How do I know this isn't #FakeNews? Because my kid is an ICU nurse in CA. They haven't had enough #N95masks from the very start.   #GetMePPE 1/  https://t.co/ciXRuyMoJK,no,NA,NA,NA,NA,no_not_harmful,yes_calls_for_action
1242440000000000000 ,- Create a Fake account - Tweet Fake news - Pidi journalists will RT &amp; Quote RT - Then the original pidi will Quote RT - Create panic - Say Sorry - Deactivate the account  https://t.co/lxxeuIeIeH,no,NA,NA,NA,NA,no_joke_or_sarcasm,no_not_interesting
1242630000000000000 ,The Chinese Communist Party suppressed information about the #COVID19 outbreak from the world for political purposes. Rather than take accountability they are actively pushing a conspiracy theory propaganda campaign against the United States. ???: @axios / @HBO https://t.co/mbodTqfhj8,yes,3_not_sure,4_yes_probably_of_interest,4_yes_probably_harmful,yes_very_urgent,yes_xenophobic_racist_prejudices_or_hate_speech,yes_classified_as_in_question_6
1240940000000000000 ,TOP #COVID19-FacePalm DOCTOR NOMINEES  1 Dr HT Ong.Cardiologist Penang. Lawan City Council Enforcer sebab nak exercise masa MCO 2 Dr Adham. Minum air panas untuk bunuh. Fake info. Pseudoscience False reassurance 3 Dr Osman. Refuse testing. Infect everyone around him  Ongoing list https://t.co/7XwZLjALCl,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1241620000000000000 ,[Tweeting again with detail in single tweet so no alarm]  JUST IN: 38-yr-old #Covid19 positive  man dies in Patna. Had serious kidney problems that let to renal failure shortly after returning from Qatar. Makes this 1st ‘virus-linked’ death of someone who isn’t a senior citizen.,yes,3_not_sure,4_yes_probably_of_interest,2_no_probably_not_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1241900000000000000 ,"Fearmongering #PharmaFauci - who  built his entire career on the BOGUS HIV-AID$ causality by pushing a #FakeScience of the immune system &amp; imperial control of servile academics, NOW thinks he’ll get away with this current scam upon a petrified #coronavirus American public.   NOT!",yes,4_yes_probably_contains_false_info,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,yes_other,yes_blame_authorities
1242550000000000000 ,"#FakeNews playbook. Put the word “FALSE” in big purple letters over the Q post showing clearly how the #Covid19 pandemic could not have been an accident, hoping that the public won't see how far outside of standard deviation all the ways it hurts Trump is. https://t.co/rcPwfvYXmT",no,NA,NA,NA,NA,yes_rumor_conspiracy,yes_classified_as_in_question_6
1241250000000000000 ,"“Nobody wants to go close to me.”  After Nigeria recorded its first positive #COVID19 case, a story went viral on social media. It claimed the patient's taxi driver was demanding a payment not to spread the disease. The story was fake, but the impact on Jude has been very real. https://t.co/THJRVOhEmj",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1241840000000000000 ,"Shout out to @GavinNewsom &amp; @NYGovCuomo! This is what real leadership looks like. They are kicking ass &amp; doing so w/ empathy &amp; respect, taking care of our citizens while Trump is trying to make us believe he changed his mind about calling the #Coronavirus a hoax!",no,NA,NA,NA,NA,no_not_harmful,yes_blame_authorities
1241910000000000000 ,"I was starting to think the Coronavirus fear-mongering was actually really something to worry about.  Then this move by Pelosi happened, and it all became clear again.  COVID-19 is a hoax.",yes,5_yes_definitely_contains_false_info,5_yes_definitely_of_interest,5_yes_definitely_harmful,yes_very_urgent,yes_rumor_conspiracy,yes_classified_as_in_question_6
1242510000000000000 ,Trump's timeline of handling the corona crisis:  One month ago: it's a hoax. Way overblown.   Two weeks ago: this is serious. We must take action to prevent its spread.   This week: ehhhh on second thought maybe a million or so Americans dying isn't *that* bad,yes,3_not_sure,5_yes_definitely_of_interest,5_yes_definitely_harmful,yes_very_urgent,yes_other,yes_blame_authorities
1242120000000000000 ,"Know the facts about #COVID19. Don’t share rumors &amp; unintentionally spread misinformation. Federal, state &amp; local governments are posting current and accurate information. For help in distinguishing rumor from fact, see @FEMA Coronavirus Rumor Control: https://t.co/Hi5AF1waWk https://t.co/AkbQjOM2xw",yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1241770000000000000 ,"Patients with #COVID19 have reportedly had mild to severe respiratory illness. Symptoms include fever, cough, or shortness of breath. Learn more about COVID-19 symptoms: https://t.co/ehL8kmRHaN https://t.co/0am2j0zhfE",yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting
1241270000000000000 ,Hungarian Justice Min. @JuditVarga_EU sends bill to Parliament: - State of emergency til end of 2020 - Rule by decree - Parliament suspended - No snap elections/referendums - Spreading fake news and rumors punishable with up to 5 years in prison #COVID19  https://t.co/1QJaLaKp6J,yes,3_not_sure,5_yes_definitely_of_interest,1_no_definitely_not_harmful,yes_very_urgent,no_not_harmful,yes_discusses_action_taken
1242320000000000000 ,"#WATCH An airline staff appeals to all not to spread rumours and instead educate yourself &amp; others about #COVID19, after she gets harassed by people in her housing society for allegedly spreading #Coronavirus. https://t.co/A7XsKijU9q",yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting
1242320000000000000 ,"Shameful that a person of your repute spreads fake news/rumours in blind hate for India and its traditions. India as a mark of respect came out in balconies on call of PM @narendramodi to applaud doctors, health as well as emergency workers. There was no other reason. Fact check?",yes,3_not_sure,4_yes_probably_of_interest,5_yes_definitely_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1241310000000000000 ,"Another 'fake news' being peddled in India is India is a country of vegetarians, so it is not going to be affected by #CoronaVirus like China. Vegetarianism &amp; #Corona has NO connection. + India's vegetarianism is a myth, 80% Indians are meat eaters!  https://t.co/9hraqXBxbE",yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1241110000000000000 ,"To-date, Uganda has NO confirmed case of #COVID19. There is an article alleging that “Uganda confirms 1st case of Coronavirus”-this is NOT true and absolutely FAKE. People, please stop spreading rumors. Our teams are working around the clock to protect you &amp; keep COVID out of ???? https://t.co/c9NMsQucq6",yes,3_not_sure,5_yes_definitely_of_interest,1_no_definitely_not_harmful,yes_very_urgent,no_not_harmful,no_not_interesting
1241370000000000000 ,"My fraud warning published this morning, please read and share - Frank Figliuzzi : Coronavirus scam alert: From fake Starbucks coupons to taxpayer fraud, cons are going viral ?@NBCNewsTHINK? @MSNBC? #coronavirus  https://t.co/Xgk8MDFJQ3",yes,3_not_sure,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,yes_other
1242370000000000000 ,An online website has falsely reported that the Government is likely to impose Financial Emergency in India to tackle the crisis  caused by #Covid19.   Please be advised that the story is malicious and fake and that there is no such plan. https://t.co/5lx0u3NUED,yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1241950000000000000 ,"“China and the WHO's chief: Hold them both accountable for pandemic”: An indictment of how ?@WHO? chief ?@DrTedros? allegedly helped Chinese president #XiJinping conceal full extent of #COVID19 for weeks in Jan, causing a global disaster. Read! https://t.co/7RjJgmyW9L",yes,3_not_sure,5_yes_definitely_of_interest,5_yes_definitely_harmful,yes_not_urgent,yes_rumor_conspiracy,yes_classified_as_in_question_6
1240680000000000000 ,One million dirhams fine. 5 years jail and deportation and ban for life from #UAE for sharing any unconfirmed or #FakeNews about #CoronaVirus on social media or whatsapp.  #UAE Government  The best announcement I have heard during this pandemic.  Can we do this in #Pakistan ?,yes,1_no_definitely_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,yes_asks_question
1241650000000000000 ,So far I know 2 ppl close to me that have tested positive for Corona. Both are recovering from pneumonia in hospital. It’s not a game or a conspiracy. Ppl don’t need well wishes etc... they need you to stay home,yes,3_not_sure,3_not_sure,2_no_probably_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1241680000000000000 ,#FakeNews Alert  #PIBFactCheck: The claim that Paracetamol can treat #Coronavirus infection is false!  Beware of #False remedies being shared on #Covid19india .  For authentic information on #CoronavirusInIndia follow @MoHFW_INDIA https://t.co/Y7GmqFa4As,yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1242510000000000000 ,"Prisoner released early over COVID-19 concerns allegedly broke into woman’s home, tied her up at knifepoint, and threatened to kill her https://t.co/BouajIUvYG",yes,1_no_definitely_contains_no_false_info,4_yes_probably_of_interest,3_not_sure,yes_very_urgent,yes_panic,yes_classified_as_in_question_6
1241670000000000000 ,#CoronaVirus Fact Check  Hop on and RT if you ?? DJT  ???? SUPPORT @realDonaldTrump ???? RT this tweet  ???? COMMENT with your handle @ ???? FOLLOW those who comment ???? BOOKMARK/COME BACK  Follow @VANurse1212 #CoronavirusPandemic  #FakeNews https://t.co/NEAZarxgZR,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1242110000000000000 ,"Namaskaram, this message is not from Sadhguru. This is a fake message that is being circulated on WhatsApp. We request you to delete these tweets. ????",yes,3_not_sure,3_not_sure,1_no_definitely_not_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1241340000000000000 ,"News is that since January, classified security briefings told Trump that a pandemic was coming.  Trump did nothing, told us it was a “Democrat Hoax,” and that the fifteen cases would soon be none. Thread.  #coronavirus #TrumpPandemic #TrumpLiesPeopleDie   https://t.co/uUgpRnUZCX",yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,5_yes_definitely_harmful,yes_not_urgent,yes_other,yes_blame_authorities
1241370000000000000 ,Trump's decision to do nothin' and call #COVID19 a “hoax” needlessly exposed millions that might have taken action if properly made aware.  There will be a river of blood that will forever stain Trump's tiny hands.,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,5_yes_definitely_harmful,no_no_need_to_check,yes_other,yes_blame_authorities
1242230000000000000 ,"Trump says “we were early” on #coronavirus.  2/26 “The 15 (people) within a couple of days is going to be down to close to 0”  2/28 “One day, it’s like a miracle, it will disappear”   2/28 “This is their new hoax”   3/12 “It’s going to go away”  Yup. We were early",yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,5_yes_definitely_harmful,yes_not_urgent,no_not_harmful,yes_blame_authorities
1240960000000000000 ,Actual people telling the World that Pakistan is taking precautions against #CoronaVirusPakistan. But our Fake Media giving only hype &amp; sensationalism. We all have to be ONE in this war against #CoronaVirus. Stay home. Stay safe. https://t.co/CpH74lIhCJ,yes,1_no_definitely_contains_no_false_info,4_yes_probably_of_interest,4_yes_probably_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1241590000000000000 ,Maddow - the woman who has peddled lies and wild conspiracy theories for 4 years - is calling on Trump to stop his COVID-19 pressers ?????♂?  Zero self-awareness.   https://t.co/7uQy3k3IfF,yes,3_not_sure,4_yes_probably_of_interest,5_yes_definitely_harmful,yes_not_urgent,no_not_harmful,no_not_interesting
1241160000000000000 ,The fact that people refuse to stop gathering in large groups because they don't believe millions of Americans could die is Donald Trump's fault. You can't tell your constituents that the media lies &amp; science is fake &amp; be shocked when they refuse to take Corona seriously.,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,5_yes_definitely_harmful,no_no_need_to_check,no_not_harmful,yes_blame_authorities
1241040000000000000 ,This is called a Presidential clap back at the liberal media.   President @realDonaldTrump says the American people are looking for hope and answers not this media sensationalism!   Thank you for fighting for the American people during this #coronavirus. Fight the #FakeNews https://t.co/ucVulYZVAd,yes,1_no_definitely_contains_no_false_info,4_yes_probably_of_interest,5_yes_definitely_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1241080000000000000 ,I repeat... China warned WHO of the New Corona Virus in DEC of 2019...  The President of the US called it a “HOAX” until about 10 days ago!!!,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,5_yes_definitely_harmful,yes_not_urgent,no_not_harmful,yes_blame_authorities
1242000000000000000 ,Government of India issues advisory to all social media platforms in order to curb the Misinformation/#FakeNews on #Coronavirus.  As #IndiaFightsCorona join the league of #coronawarriors   Suspect a forward to be #Fake : #Whatsapp Us: +91 87997 11259  | ??- pibfactcheck@gmail.com https://t.co/oKGxObf85r,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,yes_discusses_action_taken
1241110000000000000 ,"We don't like rumors. Please don't spread them. If you are telling people that the Nat. Guard is going to impose Martial Law, please stop. It's not true. They are busy being helping distribute medical supplies. Please and thank you. #COVID19 #kckpd #commonsense #norumors https://t.co/SJrT5ndVEU",yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1241390000000000000 ,Congress Gen Secy Ms @priyankagandhi  asks people not to panic ; don’t spread fake news ; take precautions and wash hands... #Corona https://t.co/GQEKnpLgn1,yes,1_no_definitely_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1242490000000000000 ,"I attended the AMVCA on the 14th of March at Eko hotel. Even the After party.   I decided to isolate myself a day after when a rumor began, Early morning Work outs daily in my room.   I obeyed the 14 days Isolation period. Day 9 now. Love and light Guys. ???? #Covid19Out",yes,2_no_probably_contains_no_false_info,2_no_probably_not_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting
1241120000000000000 ,"Garlic may be tasty, but it WON'T protect you from the new #coronavirus.  Don't spread rumors.  The fight against #COVID19 is also a fight against disinformation.  #ShareInformation #ShareKnowledge #StayAtHomeChallenge https://t.co/DFLwgCdpL8",yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,yes_not_urgent,no_not_harmful,yes_discusses_cure
1242420000000000000 ,"I have never hidden my hatred and utter disgust for the Nigerian ruling class. I'll not start with the fake sympathy now, there's nobody that deserves what is coming for them more than them. I hope corona virus does a thorough job. ??",no,NA,NA,NA,NA,yes_xenophobic_racist_prejudices_or_hate_speech,yes_classified_as_in_question_6
1240830000000000000 ,"Flu Season is winding down and warm weather is returning.  Experts predicted 70% of Americans would be infected with #COVID19.  Turns out .005% were.  Missed it by THAT much.  #FearPorn, it's the new #FakeNews.",yes,4_yes_probably_contains_false_info,4_yes_probably_of_interest,5_yes_definitely_harmful,yes_very_urgent,yes_other,yes_other
1242180000000000000 ,"After failing to correct @AOC's lie that President Trump called the #coronavirus a “hoax,” @CNN's Jake Tapper admitted he knew “the president did not call the virus a hoax.”  Today @tomfriedman repeated the same lie. Tapper did not correct him. https://t.co/o31FI8osb5 #FactsFirst https://t.co/MmQzG1JSTD",yes,3_not_sure,4_yes_probably_of_interest,5_yes_definitely_harmful,yes_not_urgent,yes_other,yes_blame_authorities
1241910000000000000 ,"If our “leaders” don’t want people to start believing this is all a hoax, they best stop playing politics with it.   Out in the real world patience and trust is wearing thin.   @SpeakerPelosi @SenateDems #ChineseVirus #COVID19 #coronavirus",no,NA,NA,NA,NA,yes_other,no_not_interesting
1242480000000000000 ,"This man is spreading lies and fake news.  Dear responsible Malaysians, kindly report him to https://t.co/i1B2suHGIN. Thank you.",yes,3_not_sure,4_yes_probably_of_interest,5_yes_definitely_harmful,yes_not_urgent,yes_other,yes_blame_authorities
1241630000000000000 ,Senior propagandist for the Chinese communist regime spreading more conspiracy theories. Same dickhead who said virus originated in US.   Twitter allows Chinese govt officials on their platform even though Twitter is banned in China.,yes,3_not_sure,5_yes_definitely_of_interest,5_yes_definitely_harmful,yes_not_urgent,yes_rumor_conspiracy,yes_other
1242230000000000000 ,Correct him and keep quiet because you cannot arrest him!!! How many rumors have you spread on this platform. WHO ARE YOU?,no,NA,NA,NA,NA,no_not_harmful,no_not_interesting
1241620000000000000 ,"Bihar reports first COVID-19 death: 38-year-old man with travel history to Qatar dies at AIIMS, Patna, says hospital official",yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting
1241620000000000000 ,"Bihar: The 38-year-old man who has passed away at AIIMS in Patna and tested positive for #COVID19, had foreign travel history to Qatar.",yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting
1241140000000000000 ,"#Qatar refused to prepare a hospital for the thousands #CoronaVirus infected migrant workers on its soil, instead, it has locked them inside animal shelters without any medical care! Migrants workers are not slaves, they have rights! Shame on #HumanRights orgs for being silent!",yes,5_yes_definitely_contains_false_info,5_yes_definitely_of_interest,5_yes_definitely_harmful,yes_very_urgent,yes_rumor_conspiracy,yes_classified_as_in_question_6
1242570000000000000 ,"NEW #CDCTRAVELNOTICES: #COVID19 in Romania, Qatar, Singapore, Saudi Arabia, Philippines, Ecuador, South Africa, Indonesia, and India. Avoid all nonessential travel to these areas. More information: https://t.co/qymgi29Huz. https://t.co/vVz7la13BN",yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,yes_contains_advice
1242350000000000000 ,"Saif Ali returns frm Qatar, goes to Munger, Bihar. Gets unwell, is admitted to hospital, referred to AIIMS but dies. Doc found he is Corona+ Police reaches home, puts entire family in quarantine. Now Evry member has ran away from home &amp; everyone's scared https://t.co/jKj0Ify4oh",yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,2_no_probably_not_harmful,yes_not_urgent,yes_panic,yes_classified_as_in_question_6
1241610000000000000 ,"First Corona death in Bihar. 38 years old Saif Ali died last night at AIIMS, Patna. He returned from Qatar few days back .",yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting
1241620000000000000 ,Bihar:One person aged 38 years  died at AIIMS Patna due to #Coronavirus.He returned from Qatar and was admitted in hospital on March 20. #CoronaVirusUpdate https://t.co/emOzuisIJV,yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting
1242330000000000000 ,Rwanda confirms 17 new COVID-19 cases bringing total to 36. 9 travellers from Dubai. 3 travellers from Kenya. 3 travellers from USA. 1 traveller from Qatar. 1 traveller from India. 1 contact of a previous case. https://t.co/T1awAmya7X,yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting
1241390000000000000 ,These are the World Cup 2022 workers quarantined in miserable conditions in Qatar.. this is inhuman.. does @FIFAcom accept this crime? @FIFAWorldCup @fifaworldcup_fr @EASPORTSFIFA  @EAFIFADirect @fifamedia @fifacom_fr #Coronavirus #Covid_19 https://t.co/VqaWKgBOQV,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,5_yes_definitely_harmful,yes_very_urgent,yes_rumor_conspiracy,yes_classified_as_in_question_6
1241140000000000000 ,Amnesty says Qatar refused to prepare hospital for workers infected with #coronavirus working on projects like @FIFAWorldCup. Amnesty confirmed many cases inside “labour camps” where workers in Qatar live. I warned about this days ago. #coronavirus @FIFAcom has blood on its hands,yes,3_not_sure,5_yes_definitely_of_interest,5_yes_definitely_harmful,yes_very_urgent,yes_rumor_conspiracy,yes_classified_as_in_question_6
1235710000000000000 ,I just landed at JFK after reporting on #coronavirus in Milan and Lombardy —the epicenter of Italy’s  outbreak— for @vicenews. I walked right through US customs. They didn’t ask me where in Italy I went or if I came into contact with sick people. They didn’t ask me anything.,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,yes_panic,yes_blame_authorities
1235260000000000000 ,"ALERT?????? The corona virus can be spread through money. If you have any money at home, put on some gloves, put all the money in to a plastic bag and put it outside the front door tonight. I'm collecting all the plastic bags tonight for safety. Think of your health.",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_no_need_to_check,no_joke_or_sarcasm,no_not_interesting
1235650000000000000 ,COVID-19 health advice?? https://t.co/XsSAo52Smu,no,NA,NA,NA,NA,no_joke_or_sarcasm,no_not_interesting
1235670000000000000 ,"??Chinese doctors say autopsies of #coronavirus victims suggest that #COVID19 is “like a combination of #SARS and #AIDS as it damages both the lungs and immune systems,” and can cause “irreversible” lung damage even if the patient survives.  @thespybrief https://t.co/bmnu8VIf0S",yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,yes_not_urgent,yes_panic,yes_classified_as_in_question_6
